,date,close,diff,open,high,low,volume
1604,2015-08-07,238000,5500,242000,242500,237000,128658
1605,2015-08-06,243500,3000,247500,248000,240500,137246
1606,2015-08-05,246500,7500,240000,247000,237500,165754
1607,2015-08-04,239000,2000,234000,241000,233500,222990
1608,2015-08-03,237000,13000,245000,246000,234000,259301
1609,2015-07-31,250000,1000,254500,259000,244000,235124
1610,2015-07-30,251000,5500,250000,257500,249500,169584
1611,2015-07-29,245500,1500,249500,252500,245500,155157
1612,2015-07-28,247000,7000,249000,254500,241000,256193
1613,2015-07-27,254000,6500,255500,261000,251500,184569
1614,2015-07-24,260500,10500,267500,269000,259000,151336
1615,2015-07-23,271000,3500,273500,277000,266000,230340
1616,2015-07-22,274500,5500,276000,280000,272500,167995
1617,2015-07-21,280000,20500,272000,282500,268500,541532
1618,2015-07-20,259500,500,269500,270000,258000,209108
1619,2015-07-17,260000,500,264000,265500,259000,103535
1620,2015-07-16,260500,500,262000,264000,258000,109240
1621,2015-07-15,261000,11000,255000,262000,252500,182662
1622,2015-07-14,250000,3000,254500,256500,247000,164076
1623,2015-07-13,253000,6000,261500,261500,246500,231534
1624,2015-07-10,259000,13500,254000,260000,250000,317583
1625,2015-07-09,245500,9000,233500,245500,228500,400085
1626,2015-07-08,236500,22500,259500,260000,235500,549009
1627,2015-07-07,259000,13000,272000,272000,256000,312870
1628,2015-07-06,272000,8500,278000,279000,270500,154194
1629,2015-07-03,280500,500,282500,284500,278000,85311
1630,2015-07-02,281000,0,281000,282000,274000,165932
1631,2015-07-01,281000,2500,280000,283000,277000,125288
1632,2015-06-30,278500,7000,269500,280000,269000,163525
1633,2015-06-29,271500,5000,271500,275000,268000,115466
1634,2015-06-26,276500,1000,277000,284500,276500,143431
1635,2015-06-25,277500,2500,274000,281000,271000,184148
1636,2015-06-24,275000,1500,279000,280000,272000,126804
1637,2015-06-23,276500,0,281500,283000,275500,124290
1638,2015-06-22,276500,7000,285500,288000,274000,151796
1639,2015-06-19,283500,0,287000,288500,283500,204149
1640,2015-06-18,283500,8500,275000,286500,275000,352335
1641,2015-06-17,275000,15500,261500,277000,260500,401303
1642,2015-06-16,259500,2000,261500,265000,255500,170390
1643,2015-06-15,261500,500,257000,264500,253000,78232
1644,2015-06-12,262000,7000,267000,268500,259000,168224
1645,2015-06-11,269000,1500,272000,272500,266000,188506
1646,2015-06-10,267500,0,271500,273000,265500,171887
1647,2015-06-09,267500,3000,265000,273000,265000,201991
1648,2015-06-08,264500,4500,260000,268000,258000,165813
1649,2015-06-05,260000,4000,260500,265000,258000,123427
1650,2015-06-04,264000,1000,263000,266500,255500,200759
1651,2015-06-03,263000,9000,258500,267000,258000,299272
1652,2015-06-02,254000,3500,250000,255500,249500,162311
1653,2015-06-01,250500,1000,253000,254000,248500,142698
1654,2015-05-29,249500,5500,253500,255000,249500,241310
1655,2015-05-28,255000,3500,260000,261500,254000,161640
1656,2015-05-27,258500,11000,265500,266000,258500,229250
1657,2015-05-26,269500,500,269500,272000,264000,152494
1658,2015-05-22,269000,9500,262000,271000,261500,208560
1659,2015-05-21,259500,500,258000,262000,256000,125345
1660,2015-05-20,260000,7000,269000,269000,259000,185245
1661,2015-05-19,267000,500,269500,269500,260500,152667
1662,2015-05-18,267500,2500,266500,270500,266000,128506
1663,2015-05-15,265000,4000,271500,272000,262500,180310
1664,2015-05-14,269000,8500,275000,276000,267000,237561
1665,2015-05-13,277500,1500,277500,280000,275000,101067
1666,2015-05-12,276000,4000,271500,279500,271500,175592
1667,2015-05-11,272000,4000,271500,278000,270000,201185
1668,2015-05-08,268000,7000,276000,278000,267000,215091
1669,2015-05-07,275000,5000,280500,286000,270500,292838
1670,2015-05-06,280000,1500,279500,282000,275500,187826
1671,2015-05-04,278500,5500,277500,279500,273500,110318
1672,2015-04-30,273000,3000,280500,282000,272000,237552
1673,2015-04-29,276000,1500,275000,280000,269500,190047
1674,2015-04-28,274500,4500,270500,278500,270500,176947
1675,2015-04-27,270000,9000,279500,281500,268500,297655
1676,2015-04-24,279000,5000,288000,288500,275000,241895
1677,2015-04-23,284000,0,284000,289500,281000,208870
1678,2015-04-22,284000,7000,282500,290000,282000,464904
1679,2015-04-21,277000,6500,284500,285500,277000,216226
1680,2015-04-20,283500,22000,266000,287500,265000,535775
1681,2015-04-17,261500,2500,265000,267500,256500,364276
1682,2015-04-16,264000,12500,277000,280500,262000,463714
1683,2015-04-15,276500,1500,274000,281000,272000,221583
1684,2015-04-14,275000,3500,270000,276000,266000,307661
1685,2015-04-13,271500,15500,256000,272000,256000,477231
1686,2015-04-10,256000,2000,253500,257000,251000,208427
1687,2015-04-09,254000,12500,242500,258000,241500,511538
1688,2015-04-08,241500,12500,229500,242000,229000,351434
1689,2015-04-07,229000,500,232500,235000,229000,136854
1690,2015-04-06,228500,1000,226000,230000,224500,120523
1691,2015-04-03,227500,1500,229000,229500,225500,155013
1692,2015-04-02,229000,4000,228500,232500,228000,166357
1693,2015-04-01,225000,1000,228000,228000,222000,113762
1694,2015-03-31,226000,1000,228000,228500,226000,131695
1695,2015-03-30,225000,1500,225500,226000,222000,179490
1696,2015-03-27,226500,500,226000,228500,224500,163861
1697,2015-03-26,226000,0,225000,229000,223500,272721
1698,2015-03-25,226000,5500,231500,232000,225000,253918
1699,2015-03-24,231500,2000,232500,233000,227000,144947
1700,2015-03-23,233500,1000,236000,236500,232500,119147
1701,2015-03-20,234500,500,231000,234500,229000,169460
1702,2015-03-19,234000,7000,231000,236500,230000,209546
1703,2015-03-18,227000,1000,228000,228500,223000,185876
1704,2015-03-17,228000,7500,221500,228000,221000,217773
1705,2015-03-16,220500,13000,231000,231000,219500,402430
1706,2015-03-13,233500,1500,237000,237000,233000,162685
1707,2015-03-12,235000,1000,233500,240500,232000,359315
1708,2015-03-11,234000,3000,233500,235500,231000,222199
1709,2015-03-10,237000,1500,239000,242500,236500,228478
1710,2015-03-09,235500,2500,230500,237500,230500,190784
1711,2015-03-06,233000,3000,226000,235000,226000,175241
1712,2015-03-05,230000,500,230000,232000,229500,162358
1713,2015-03-04,229500,5000,232000,235000,229000,226515
1714,2015-03-03,234500,500,233000,235500,230500,168525
1715,2015-03-02,234000,4000,233000,236500,229500,282395
1716,2015-02-27,230000,2000,228500,231000,225500,257110
1717,2015-02-26,232000,1500,233000,233500,228000,270781
1718,2015-02-25,230500,8500,223500,231500,222000,289979
1719,2015-02-24,222000,500,221500,222000,217500,144149
1720,2015-02-23,221500,3000,221500,224000,221000,236889
1721,2015-02-17,218500,2500,218500,219500,213000,151867
1722,2015-02-16,216000,3500,222000,226000,215500,269835
1723,2015-02-13,219500,8500,216000,220000,215000,277709
1724,2015-02-12,211000,3500,213500,214500,208500,207556
1725,2015-02-11,214500,2500,217000,220000,212000,258649
1726,2015-02-10,217000,1500,213000,223000,213000,367022
1727,2015-02-09,215500,6000,213000,216500,211000,311884
1728,2015-02-06,209500,7500,206500,209500,204000,243525
1729,2015-02-05,202000,11500,211000,211000,202000,296204
1730,2015-02-04,213500,5500,214500,217000,209500,512438
1731,2015-02-03,208000,2500,209000,211000,206000,305131
1732,2015-02-02,205500,7000,202500,208500,201500,336294
1733,2015-01-30,198500,500,202000,202000,198000,252912
1734,2015-01-29,199000,0,195500,201000,192000,318412
1735,2015-01-28,199000,0,199500,202000,196500,290261
1736,2015-01-27,199000,12000,188500,199000,185500,522631
1737,2015-01-26,187000,8000,194500,194500,186500,429528
1738,2015-01-23,195000,2000,196000,199500,193000,452331
1739,2015-01-22,193000,8500,186500,193000,186000,350725
1740,2015-01-21,184500,1500,182000,186500,182000,200089
1741,2015-01-20,183000,3000,181000,185000,180000,235374
1742,2015-01-19,180000,5000,178000,182500,178000,160144
1743,2015-01-16,175000,3500,177000,177500,173500,166914
1744,2015-01-15,178500,1000,179500,180000,176500,126385
1745,2015-01-14,177500,2500,180500,181500,176000,160434
1746,2015-01-13,180000,500,178000,180500,174500,212888
1747,2015-01-12,180500,2000,178500,182000,177000,202770
1748,2015-01-09,178500,10500,173500,179500,172000,429244
1749,2015-01-08,168000,3500,167500,169500,166500,274598
1750,2015-01-07,164500,1500,164000,167500,163000,335124
1751,2015-01-06,166000,8500,170500,171000,163500,567304
1752,2015-01-05,174500,5500,179000,179500,173500,318170
1753,2015-01-02,180000,1000,179500,180500,177000,231092
1754,2014-12-30,181000,2500,183000,185000,179000,173787
1755,2014-12-29,183500,2000,183000,184500,180500,161694
1756,2014-12-26,185500,0,185000,188000,185000,186117
1757,2014-12-24,185500,1000,184500,186500,183000,168930
1758,2014-12-23,184500,5000,188500,189000,182000,407095
1759,2014-12-22,189500,1000,190500,192000,188500,187653
1760,2014-12-19,190500,2500,196000,197000,187000,248795
1761,2014-12-18,193000,1500,196000,197000,191000,175784
1762,2014-12-17,191500,2000,195000,195000,190000,178729
1763,2014-12-16,189500,500,188500,193000,187500,185582
1764,2014-12-15,190000,6000,181500,191000,180000,215013
1765,2014-12-12,184000,2500,187000,189000,183000,198816
1766,2014-12-11,186500,2000,183000,187500,180000,433830
1767,2014-12-10,188500,9500,198000,198500,186500,376000
1768,2014-12-09,198000,3000,198500,202500,196000,241166
1769,2014-12-08,201000,2500,200500,203000,199000,152348
1770,2014-12-05,198500,500,198000,199500,196000,123914
1771,2014-12-04,198000,2000,196000,201000,196000,176961
1772,2014-12-03,196000,1500,195500,198000,195000,157162
1773,2014-12-02,194500,1000,198000,200000,194000,235777
1774,2014-12-01,195500,11000,201500,202500,193500,453197
1775,2014-11-28,206500,3000,202500,208500,200500,342142
1776,2014-11-27,209500,4500,212000,214000,206000,274851
1777,2014-11-26,214000,500,213500,218500,210000,201687
1778,2014-11-25,214500,4500,219000,223500,213500,314609
1779,2014-11-24,219000,11000,217500,226500,216000,599885
1780,2014-11-21,208000,4000,205000,210500,205000,248906
1781,2014-11-20,204000,1000,204500,206000,201000,175285
1782,2014-11-19,203000,5500,209500,210000,200000,260618
1783,2014-11-18,208500,1000,206000,210500,206000,264183
1784,2014-11-17,207500,5000,202500,211000,198000,334706
1785,2014-11-14,202500,1000,203500,203500,197000,211186
1786,2014-11-13,203500,1500,203000,210000,202500,493590
1787,2014-11-12,202000,12000,190000,203500,190000,445037
1788,2014-11-11,190000,2500,193000,194000,188500,208905
1789,2014-11-10,192500,4000,190000,195000,190000,240020
1790,2014-11-07,188500,4000,184500,191500,183000,311403
1791,2014-11-06,184500,10500,176500,186000,175500,535073
1792,2014-11-05,174000,5000,178500,179500,172500,491508
1793,2014-11-04,179000,11000,188500,190500,177500,604269
1794,2014-11-03,190000,10000,200500,200500,188000,491064
1795,2014-10-31,200000,500,202500,203000,198500,370594
1796,2014-10-30,199500,2000,202500,207000,197000,389301
1797,2014-10-29,201500,10500,194000,204500,193000,756910
1798,2014-10-28,191000,1000,190000,192500,189000,257996
1799,2014-10-27,190000,6500,185000,192000,184500,599877
1800,2014-10-24,183500,0,185000,189500,181500,671489
1801,2014-10-23,183500,10500,194500,195500,181000,1050706
1802,2014-10-22,194000,0,197000,197500,185000,959852
1803,2014-10-21,194000,32000,219000,219000,193000,1952550
1804,2014-10-20,226000,1500,226500,228500,225500,202698
1805,2014-10-17,224500,1500,226000,226500,222500,213520
1806,2014-10-16,223000,1000,222000,225000,219000,233415
1807,2014-10-15,224000,2500,226500,227500,223500,204538
1808,2014-10-14,226500,500,225000,230500,224000,289540
1809,2014-10-13,226000,4000,226000,228000,222000,382633
1810,2014-10-10,230000,7000,234000,234500,228000,380655
1811,2014-10-08,237000,5000,238000,240000,235000,216687
1812,2014-10-07,242000,500,244000,247500,240000,132458
1813,2014-10-06,242500,1500,244000,246000,242000,183388
1814,2014-10-02,241000,8000,249000,249500,237500,430852
1815,2014-10-01,249000,6500,251500,258500,247500,298996
1816,2014-09-30,255500,500,255000,258500,252000,192838
1817,2014-09-29,255000,13000,266500,267000,250500,531771
1818,2014-09-26,268000,4500,269000,270000,265000,194594
1819,2014-09-25,272500,0,274500,276500,269500,176237
1820,2014-09-24,272500,500,273000,273000,270500,156023
1821,2014-09-23,273000,2000,275000,275500,270000,146718
1822,2014-09-22,275000,2000,277000,278000,272000,131663
1823,2014-09-19,277000,2000,276000,277500,275500,143294
1824,2014-09-18,275000,1000,275500,277000,273000,116049
1825,2014-09-17,274000,7500,269000,276500,268500,211712
1826,2014-09-16,266500,1000,267500,268500,266000,115635
1827,2014-09-15,267500,1500,265000,269500,264000,130917
1828,2014-09-12,266000,3500,263000,269500,263000,129568
1829,2014-09-11,262500,0,263000,264000,260000,280214
1830,2014-09-05,262500,0,262500,264500,262000,76829
1831,2014-09-04,262500,1500,262500,263500,261000,87937
1832,2014-09-03,261000,1500,262000,263500,258500,190767
1833,2014-09-02,262500,7500,270000,271000,260500,302470
1834,2014-09-01,270000,500,269500,273500,269000,92519
1835,2014-08-29,269500,4500,272000,274500,269500,175238
1836,2014-08-28,274000,1000,273000,276000,269500,130755
1837,2014-08-27,275000,0,277500,278500,274500,98527
1838,2014-08-26,275000,500,276000,277500,274500,81426
1839,2014-08-25,275500,500,275000,277500,273500,72858
1840,2014-08-22,275000,1000,275000,278000,274000,103387
1841,2014-08-21,276000,1000,278000,279000,274000,182776
1842,2014-08-20,277000,4500,275000,279000,272000,271094
1843,2014-08-19,272500,5500,268500,274500,268500,173316
1844,2014-08-18,267000,5000,273500,274000,266500,162712
1845,2014-08-14,272000,0,270500,273000,270000,129436
1846,2014-08-13,272000,1000,273000,273000,267000,161851
1847,2014-08-12,271000,500,270500,274500,268000,201267
1848,2014-08-11,271500,2500,275000,276000,269000,235196
1849,2014-08-08,274000,8500,282500,284000,270500,341786
1850,2014-08-07,282500,0,282500,285000,280500,80331
1851,2014-08-06,282500,1500,282000,286000,282000,102351
1852,2014-08-05,284000,6500,290500,291500,282000,196820
1853,2014-08-04,290500,500,291000,294000,288000,118400
1854,2014-08-01,290000,1000,290000,293000,289000,153376
1855,2014-07-31,291000,1500,288500,293000,287000,211312
1856,2014-07-30,289500,1500,292000,295000,288000,224451
1857,2014-07-29,291000,5000,286500,294000,284000,231613
1858,2014-07-28,286000,1500,284500,288000,282000,167216
1859,2014-07-25,284500,1500,287000,287500,284000,103136
1860,2014-07-24,286000,2500,290000,290000,282000,204927
1861,2014-07-23,288500,2000,285500,294000,282500,203847
1862,2014-07-22,286500,2000,284000,288500,283500,162392
1863,2014-07-21,284500,12500,293000,293500,283000,408031
1864,2014-07-18,297000,0,294000,299500,291000,199346
1865,2014-07-17,297000,4000,296000,299500,294500,229630
1866,2014-07-16,293000,6000,287000,295000,287000,283669
1867,2014-07-15,287000,8500,280000,293000,280000,292729
1868,2014-07-14,278500,5500,286500,287500,278000,188591
1869,2014-07-11,284000,3500,284000,285500,282000,146603
1870,2014-07-10,287500,3500,284000,290000,284000,189574
1871,2014-07-09,284000,1000,280500,285500,278500,214876
1872,2014-07-08,283000,8500,289500,292500,283000,254917
1873,2014-07-07,291500,1000,290500,292000,286000,174185
1874,2014-07-04,290500,1000,290500,294000,287000,156393
1875,2014-07-03,289500,5500,295000,295000,289000,207205
1876,2014-07-02,295000,1000,295000,300000,294000,249862
1877,2014-07-01,294000,2000,297000,297000,291500,136884
1878,2014-06-30,296000,2500,297000,298000,293500,156573
1879,2014-06-27,293500,1500,290000,297500,289000,259388
1880,2014-06-26,292000,1500,289500,292500,287500,156262
1881,2014-06-25,290500,2000,288500,292500,285000,187006
1882,2014-06-24,288500,2500,287000,291500,286500,142236
1883,2014-06-23,286000,4500,281500,290500,280000,243814
1884,2014-06-20,281500,8500,288000,289500,279000,230684
1885,2014-06-19,290000,2500,289500,292500,288500,204201
1886,2014-06-18,287500,500,286500,289000,286000,128759
1887,2014-06-17,287000,0,288500,290000,285500,271650
1888,2014-06-16,287000,11000,280500,289500,279500,505276
1889,2014-06-13,276000,1000,274500,278000,272500,191208
1890,2014-06-12,275000,500,274000,275500,271500,153468
1891,2014-06-11,275500,2000,271000,277000,269500,188767
1892,2014-06-10,273500,2000,273000,277500,272500,320993
1893,2014-06-09,271500,7500,266500,273000,265500,352918
1894,2014-06-05,264000,3500,268500,268500,262500,130721
1895,2014-06-03,267500,2000,265000,268500,263000,190001
1896,2014-06-02,265500,5500,261000,267000,261000,193647
1897,2014-05-30,260000,1500,261500,263500,258000,161617
1898,2014-05-29,261500,2000,265000,265500,259500,167172
1899,2014-05-28,263500,500,264000,264500,262500,105271
1900,2014-05-27,264000,1500,266000,268500,261500,89907
1901,2014-05-26,265500,2000,267000,268000,264000,119607
1902,2014-05-23,267500,500,267000,268500,265000,136525
1903,2014-05-22,267000,6000,262500,269500,262500,289334
1904,2014-05-21,261000,0,259000,262000,258500,102162
1905,2014-05-20,261000,500,263500,265000,258500,170803
1906,2014-05-19,261500,500,261500,262500,259000,125346
1907,2014-05-16,261000,2000,256500,262500,256500,144151
1908,2014-05-15,259000,500,260000,260000,256500,131220
